"cough","fever","headache","vomiting","diarrhea","fatigue","body_pain","sore_throat","runny_nose","breathlessness","chest_pain","abdominal_pain","rash","joint_pain","loss_of_taste_smell","disease","remedies"
"1","0","1","0","0","1","1","1","0","1","0","1","0","1","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","1","0","0","0","1","1","0","0","0","0","0","0","1","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","0","1","1","0","1","0","0","0","1","0","0","0","1","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","1","1","0","0","1","1","0","0","1","0","0","0","0","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"0","1","1","0","0","1","1","0","0","0","0","1","1","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"1","1","1","0","0","0","1","0","1","0","1","0","0","0","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"0","0","1","1","1","0","1","0","0","0","0","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","1","0","0","1","1","1","1","0","1","1","0","0","0","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","1","1","0","0","1","1","1","0","0","0","0","0","0","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"0","0","1","1","0","1","1","0","0","1","0","1","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"1","0","0","0","0","1","1","0","0","0","0","0","0","0","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","1","1","0","0","1","1","0","1","0","0","1","0","1","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"0","1","1","1","0","0","1","0","0","0","0","1","0","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","0","0","0","0","1","1","0","0","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"1","1","1","0","0","1","1","1","0","0","1","1","0","0","0","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","0","1","1","1","0","1","0","0","0","1","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","1","1","0","0","1","1","0","0","0","0","0","1","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","1","0","1","0","1","1","1","0","1","0","0","0","1","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"0","1","0","0","0","1","1","0","0","0","0","0","1","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","1","1","1","0","1","1","1","0","0","0","0","1","0","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"0","1","0","1","1","1","0","0","0","0","0","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"1","1","1","0","1","1","0","1","0","1","1","0","0","1","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"0","1","0","1","1","1","1","0","0","0","0","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"1","1","1","0","0","1","1","1","0","1","0","0","0","0","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"1","1","0","0","0","1","1","1","1","0","1","0","0","0","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","1","1","0","0","1","1","1","0","0","0","1","0","0","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"0","1","0","0","0","1","1","1","1","0","0","0","0","0","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","0","1","1","1","0","1","0","0","0","0","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"1","1","0","0","1","1","1","0","1","0","0","0","0","0","1","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"0","0","1","0","0","1","1","1","1","1","0","0","0","1","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","1","1","1","1","1","1","0","0","0","0","1","0","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","1","0","0","0","1","1","1","1","0","0","0","0","1","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","1","0","0","0","0","0","1","1","0","0","0","0","1","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"0","1","1","0","0","1","1","0","1","0","0","0","0","0","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","0","1","0","0","1","0","1","1","0","0","0","0","0","1","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","0","1","0","1","1","1","1","1","0","0","0","0","1","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"0","1","0","1","1","1","0","0","0","0","0","1","1","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"1","1","0","0","1","1","1","0","1","0","0","0","0","1","1","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"0","1","0","1","0","1","0","1","0","0","1","0","0","1","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","1","1","0","0","1","1","0","0","0","0","0","1","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","1","1","0","0","0","0","1","1","0","0","0","0","0","1","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","1","1","0","0","1","0","0","0","0","1","0","0","1","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"1","0","1","0","0","0","0","0","1","1","0","0","0","1","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"0","1","1","0","0","1","1","0","0","1","0","0","0","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","0","0","0","0","1","0","0","0","1","1","0","0","0","1","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"1","0","0","1","1","1","1","1","0","0","0","1","0","1","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","1","1","0","0","1","1","1","1","0","0","0","0","0","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","1","1","0","0","0","0","0","0","1","1","0","0","1","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"0","1","0","1","1","1","1","0","0","0","1","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"0","1","0","0","1","1","0","0","0","0","0","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"1","1","1","0","0","1","1","0","0","0","0","0","0","1","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","1","0","0","1","1","1","1","0","1","1","0","0","0","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"1","0","1","0","1","1","0","1","1","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"0","0","1","0","0","1","1","0","0","0","0","0","1","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"0","1","1","0","1","1","1","0","0","0","1","0","0","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","1","0","0","0","1","1","1","0","0","0","1","0","1","0","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"1","1","1","0","0","1","1","1","0","0","0","0","0","1","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","0","1","1","0","0","0","0","0","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","0","0","0","0","1","1","1","1","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"0","0","0","0","0","1","1","1","1","0","0","0","0","0","1","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"0","1","1","0","0","1","1","0","1","0","0","0","0","0","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","1","1","0","0","1","1","1","1","0","0","0","0","1","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","0","0","0","1","1","1","0","1","0","0","0","0","0","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"0","1","1","0","0","1","1","1","0","1","1","0","0","0","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"1","0","0","0","0","1","0","0","1","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"0","0","0","1","1","1","1","0","0","0","0","1","0","1","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"0","1","0","0","0","1","1","0","0","0","1","1","0","0","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","1","1","1","1","1","1","1","1","0","0","0","0","0","1","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"0","1","1","1","0","1","1","0","0","0","0","0","0","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"1","0","1","0","0","1","0","0","1","1","0","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","1","0","1","0","1","1","0","0","0","0","0","0","0","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"0","1","1","0","0","1","1","1","0","0","1","0","0","0","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","1","1","0","1","0","1","0","1","0","0","0","0","1","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","1","0","0","0","0","0","1","1","1","1","0","0","0","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"1","0","1","0","0","1","0","1","0","0","1","0","0","1","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"0","1","1","1","0","1","0","0","0","0","0","1","0","1","1","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"0","0","1","0","1","1","1","0","0","0","0","0","0","0","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"1","0","0","0","0","1","1","0","0","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"1","0","0","0","0","1","0","0","0","1","1","0","0","1","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","1","1","0","0","0","1","0","0","1","1","0","0","0","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"0","1","1","0","0","1","1","0","0","0","0","1","0","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","0","1","0","0","1","0","0","1","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"0","1","1","1","0","1","1","0","0","0","0","1","0","1","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"0","1","1","1","0","1","1","0","0","0","0","1","0","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","1","1","0","0","1","1","1","0","1","0","0","0","0","1","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"1","0","0","0","0","1","1","1","0","0","0","0","0","1","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","1","0","1","0","1","1","1","0","1","0","0","0","0","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"1","1","1","0","0","1","1","1","0","0","1","0","0","0","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"0","1","1","0","0","1","1","0","1","0","0","0","1","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","1","1","0","0","0","1","0","0","1","1","0","1","0","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"0","0","1","1","0","1","0","0","0","0","0","0","0","1","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","1","1","0","0","1","0","1","1","1","0","0","0","0","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"0","1","1","0","0","1","1","0","1","1","0","0","0","0","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","1","1","0","0","1","0","1","0","1","1","0","0","0","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"0","1","1","0","0","1","1","1","0","0","0","0","0","1","1","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","1","1","1","0","1","1","1","0","1","0","0","0","1","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","0","1","0","0","0","1","1","0","0","0","0","0","0","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"1","1","0","0","0","1","1","0","1","0","0","0","0","1","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"0","1","0","1","1","1","0","0","0","0","0","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","1","0","0","0","1","1","1","0","1","0","0","0","1","0","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","1","0","0","0","1","0","1","0","1","1","0","0","0","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"0","1","0","1","0","1","1","0","1","0","1","1","0","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","Food Poisoning","Oral rehydration salts; light diet; probiotics; urgent care if severe"
"1","1","1","0","0","1","1","1","0","0","1","0","0","0","0","Pneumonia","Immediate doctor visit; antibiotics if advised; rest; monitor oxygen"
"1","1","0","0","0","1","0","1","1","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"0","1","1","1","0","1","1","0","0","0","0","1","0","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"1","1","1","0","0","1","1","0","0","0","0","0","0","1","0","Influenza","Rest; hydration; fever control medicines; consult doctor for antivirals"
"1","1","0","0","0","1","1","0","1","0","0","1","0","0","1","COVID-19","Isolate; hydration; symptomatic care; seek care if breathing worsens"
"0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"1","0","0","0","0","1","0","1","0","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","Asthma","Use inhaler as prescribed; avoid triggers; breathing exercises; medical follow-up"
"0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
"1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","Common Cold","Rest; warm fluids; steam inhalation; saline nasal spray"
"0","1","1","0","0","1","1","0","0","0","0","0","1","1","0","Dengue","Hydration; rest; paracetamol only; monitor platelets and warning signs"
"0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","Migraine","Hydration; dark quiet room; avoid triggers; pain relief as advised"
